,artist,title,words,format
2603,Twisted Sister,What You Don't Know,"Good evening, hahaha Welcome to our show If you've got that problem, yeah Well, I think that you should know This ain't the same old story Or the same old song and dance Don't speak of faded glory 'Cause you won't get a second chance I want to tell you something I'm someone you can trust You'd better take a good, hard look 'Cause there's a diamond in this dust, hit it We're no overnight sensation No Cinderella fantasy Please no plaudits or ovations I heard it all before, you see What you don't know sure can hurt you What you can't see makes you scream What you don't know sure can hurt you What you don't have is what you dream Ain't we a pretty picture? Ain't we a load of fun? Don't let me influence you I'll do that when we're done Oh, are we irritating? Oh, are we grating on your nerves? Don't you know that the good boys Never get what they deserve What you don't know sure can hurt you What you can't see makes you scream What you don't know sure can hurt you What you don't have is what you dream Your brain is filled with questions You don't know how or why Don't look to me for answers, honey 'Cause I don't want to lie How do you like it so far? Say, ain't we quite a show? There's no one else quite like us The others all get up and go Don't fill my head with stories You see I ain't no debutante Let's get to the nitty gritty Now you give me what I want What you don't know sure can hurt you What you can't see makes you scream What you don't know sure can hurt you What you don't have is what you dream What you dreamEmbedShare Url:CopyEmbed:Copy",1
2604,Twisted Sister,What You Don't Know (Sure Can't Hurt You),"Good evening! Welcome to our show If you've got that problem Well I think that you should know This ain't the same old story Or the same old song and dance Don't speak of faded glory 'Cause you won't get a second chance I want to tell you something I'm someone you can trust Cause there's a diamond in this dust Hit it! We're no overnight sensation No Cinderella fantasy Please no plaudits or ovations I've heard it all before you see What you don't know sure can hurt you What you can't see makes you scream What you don't know sure can hurt you What you don't have is what you dream Ain't we a pretty picture? Ain't we a load of fun? Don't let me influence you I'll do that when we're done Oh, are we irritating? Oh, are we grating on your nerves? Don't you know that the good boys Never get what they deserve What you don't know sure can hurt you What you can't see makes you scream What you don't know sure can hurt you What you don't have is what you dream Your brain is filled with questions You don't know how or why Don't look to me for answers, honey 'cause I don't want to lie How do you like it so far? Say ain't we quite a show? There's no one else quite like us The others all get up and go Don't fill my head with stories You see I ain't no debutante Let's get to the nitty gritty Now you give me what I want What you don't know sure can hurt you What you can't see makes you scream What you don't know sure can hurt you What you don't have is what you dreamEmbedShare Url:CopyEmbed:Copy",1
2605,Twisted Sister,White Christmas,I'm dreaming of a white Christmas Just like the ones I used to know Where the treetops glisten and children listen To hear sleighbells in the snow I'm dreaming of a white Christmas With every Christmas card I write May your days be merry and bright And may all your Christmas's be white I'm dreaming of a white Christmas Just like the ones I used to know Where the treetops glisten and children listen To hear sleighbells in the snow I'm dreaming of a white Christmas With every Christmas card I write May your days be merry and bright And may all your Christmas's be white May your days be merry and bright And may all your Christmas's be whiteEmbedShare Url:CopyEmbed:Copy,1
2606,Twisted Sister,Without You,"Welcome to the abandoned land Come on in child, take my hand Here there's no work or play Only one bill to pay There's just five words to say As you go down, down, down You're gonna burn in hell Oh, burn in hell You can't believe all the things i've done wrong in my life Without even trying i've lived on the edge of a knife Well, i've played with fire, but i don't want to get myself burned To thine own self be true, so i think that it's time for a turn Before i burn in hell Oh, burn in hell Take a good look in your heart, tell me what do you see? It's black and it's dark, now is that how you want it to be? It's up to you, what you do will decide your own fate Make your choice now for tomorrow may be far too late And then you'll burn in hell Hear no evil, don't you See no evil, don't you Oh, burn in hell Lay no evil down on me You're gonna burn in hell Speak no evil, don't you Think no evil, don't you Oh, burn in hell Play with evil, 'cause i'm free Hear no evil, don't you See no evil, don't you Lay no evil down on me You're gonna burn in hell Speak no evil, don't you Think no evil, don't you Play with evil, 'cause i'm free You're gonna burn in hell Hear no evil, don't you See no evil, don't you Lay no evil down on me You're gonna burn in hell Speak no evil, don't you Think no evil, don't you Play with evil, 'cause i'm free You're gonna burn in hell Hear no evil, don't you see no evil Oh, burn in hell Don't you lay no evil down on me You're gonna burn in hell Speak no evil, don't you think no evil Oh, burn in hell Don't you play with evil, 'cause i'm free You're gonna burn in hell Hear no evil, don't you see no evil Oh, burn in hell Don't you lay no evil down on meEmbedShare Url:CopyEmbed:Copy",1
2607,Twisted Sister,Yeah Right,"Yeah right We got you where we want you and we're never lettin' go Yeah right, yeah right We've trapped you in our web now, aren't you old enough to know Yeah right, yeah right So stomp your hands and clap your feet, do a dance, hook into the beat Yeah right, yeah right, we got you now Yeah right, yeah right, we got you now Yeah right, yeah right, we got you now Yeah right, yeah right, we got you now We've pulled you into our world and you'll never get away Yeah right, yeah right You might as well give in' cause we're big and mean and here to stay Yeah right, yeah right So jump and shout, shake and cry, wave your fist, rock until you die Yeah right, yeah right, we got you now Yeah right, yeah right, we got you now Yeah right, yeah right, we got you now Yeah right, yeah right, we got you now Na na na na na na na (na na na na na na na) Na na na na na na na (na na na na na na na) Na na na na na na na na na Na na na (na na na) Na na na (na na na) So stomp your hands and stomp those feet Do a dance, hook into the beat Yeah right, yeah right, we got you now Yeah right, yeah right, we got you now Yeah right, yeah right, we got you now Yeah right, yeah right, we got you now Yeah right, yeah right, we got you now Yeah right, yeah right, we got you now Yeah right, yeah right, we got you now Yeah right, yeah right, we got you nowEmbedShare Url:CopyEmbed:Copy",1
2608,Twisted Sister,You Are All That I Need,"(words & music: D. Snider) When I think of all the years and all the things I never say How you fought back all your tears and you've never tried to walk away Well I've been all 'round the world and I've seen all kinds of girls And there's one thing that I know for sure That there's no one else like you who loves me the way you do For what's ailin' me you got the cure Oh babe, listen to me, please CHORUS: You are all that I need All I want is you You are all that I need All I wanna do If you turned away from me sayin' this is what you have to do If you said that we can't be, girl I'd always be in love with you And if I live a thousand times I'd be guilty of the crime of eternal love and dedication And if I only get one chance to know the meaning of romance Well then I'm happy with my education Baby, baby, baby, listen to me, please REPEAT CHORUS Solo - Eddie Well I've been all 'round the world and I've seen all kinds of girls And there's one thing that I know for sure Baby, baby, won't you listen to me, please REPEAT CHORUS You are, you are all that I need All I want is you All I want is you, all I need is you Ooh yeah, yeah, all that I want, all I need is youEmbedShare Url:CopyEmbed:Copy",1
2609,Twisted Sister,You Can't Stop Rock 'N' Roll,"Here it comes, you're never gonna top it On a run, no way you can stop it Total style, perfection in decay Running wild, flat out all the way Now you can ride it high And you can light the way Lift up your hands in praise You can't stop rock 'n' roll You can't stop rock 'n' roll You can't stop rock 'n' roll Like a charging bull, it's a juggernaut With steam at full, never to be caught Incarnate power, roaring from the sky While others cower, rock ain't gonna die Now you can ride it high And you can light the way Lift up your hands in praise You can't stop rock 'n' roll You can't stop rock 'n' roll You can't stop rock 'n' roll It's an angry steed On a never ending course With grace and speed It's an unrelenting force His head thrown back, defiantly proud Under constant attack It's blasting, fast and loud Now you can ride it high And you can light the way Lift up your hands in praise You can't stop rock 'n' roll You can't stop rock 'n' roll You can't stop rock 'n' roll Can't stop, can't you stop it Can't stop you can't stop it Can't stop, can't you stop it Can't stop you can't stop it Can't stop, can't you stop it Can't stop you can't stop it Can't stop, can't you stop it Can't stop you can't stop itEmbedShare Url:CopyEmbed:Copy",1
2610,Twisted Sister,You Want What We Got,"I know what you want You want what we got I know what you want You want what we got Sometimes you drive me mad With the things you say and do You act like we're so bad Well, I got a message for you You don't fool anyone With your jealousy You want it all and give us none That ain't the way it's gonna be I know what you want You want what we got I know what you want You want what we got Checkmate we named your tune Don't give me no alibis We burst your red balloon Maybe now you realize When you laugh and put us down You're tryin' to cover up your fears Just like a circus clown It's just a mask, just a mask to hide your tears I know what you want You want what we got I know what you want You want what we got You want it We got it We got it You don't You want it We got it We got it You won't You want it We got it We got it You don't You want it We got it We got it You won't I know what you want You want what we got I know what you want You want what we got I know what you want You want what we got I know what you want You want what we got I know what you want You want it You want what we got We got it I know what you want You want it You want what we got You know what I got I got what they got You want what I got They want what we gotEmbedShare Url:CopyEmbed:Copy",1
2611,Twisted Sister,You're Not Alone (Suzette's Song),"Can't seem to show you how much I care Can't seem to prove it, you're so unaware How much I need you, I try to show I'm always with you and I love you so Believe me when I try to say I'll never, never go away Oh, can't you see CHORUS: You're not alone You're not alone You're not alone Baby you have me The lonely hours of unspoken pain Seems like a lifetime of endless rain In my confusion I never find The words to tell you that you're in my mind So, let me try to find a way To do the things I wanna say Oh, can't you see REPEAT CHORUS Solo - Eddie My dream, my heart, my hope, my way We'll stand together all our days Oh, stay with me You're not alone You're not alone You're not alone You're not alone (we'll care, never, never alone) You're not alone (oh please, please, you) You're not alone (we'll stay together all along) You're not alone (never, never, never go) You're not alone (you're not alone) You're not alone (I need it now) You're not alone (I need it now) You're not alone (ooh) You're not alone (ooh)EmbedShare Url:CopyEmbed:Copy",1
2612,Van Halen,(Oh) Pretty Woman,"Whoo!  Pretty woman walking down the street Pretty woman, the kind I'd like to meet Pretty woman, I don't believe you, it must be true No one could look as good as you Mercy  Pretty woman, won't you pardon me Pretty woman, I couldn't help but see Pretty woman, oh, you look lovely as can be Are you lonely just like me?  Pretty woman, stop a while Pretty woman, talk a while Pretty woman, give your smile to me Pretty woman, yeah, yeah, yeah Pretty woman, look my way Pretty woman, say you'll stay with me 'Cause I need you, need you tonight  Pretty woman, don't walk on by Pretty woman, don't make me cry Pretty woman, don't walk away-ay, okay If that's the way it must be, okay I guess I'll go on home, it's late There'll be tomorrow night, but wait What do I see? She's walking back to me Whoa-whoa, pretty womanEmbedShare URLCopyEmbedCopy",1
2613,Van Halen,5150,"The love line is never straight and narrow Unless your love is tried and true We take a chance with new beginnings Still we try, win or lose Take the highs with the blues  Always one more, you're never satisfied Instead of 'one for all' with you, it's only 'one for me' Oh, when I draw the line and meet you half the way But you don't know what that means I feel like running politician Just trying to please you all the time I'm giving you my share with no conditions Going wide, running long Feeling lost but not for long  Always one more, you're never satisfied Instead of 'one for all' with you, it's only 'one for me' Oh, when I draw the line and meet you half the way But you don't know what that means  Always one more, you're never satisfied Instead of 'one for all' with you, it's only 'one for me' Oh, when I draw the line and meet you half the way But you don't know what that means2EmbedShare URLCopyEmbedCopy",1
2614,Van Halen,A Apolitical Blues,Well my telephone was ringing and They told me it was Chairman Mao Well my telephone was ringing and They told me it was Chairman Mao You got to tell him anything 'cause I just don't want to talk to him now I have a apolitical blues and It's the meanest blues of all I have a apolitical blues and It's the meanest blues of all I don't care if you're John Wayne I just don't want to take no calls No callsEmbedShare URLCopyEmbedCopy,1
2615,Van Halen,Ain't Talkin' 'Bout Love,"I heard the news, baby All about your disease Yeah, you may have all you want, baby But I got somethin' you need Oh, yeah!  Ain't talkin' 'bout love My love is rotten to the core Ain't talkin' 'bout love Just like I told you before Yeah, before  You know you're semi-good lookin' And on the streets again Ooh yeah, you think you're really cookin', baby You better find yourself a friend, my friend  Ain't talkin' 'bout love My love is rotten to the core Ain't gonna talk about love Just like I told you before Before, uh, before, uh, before, before  Ain't talkin' 'bout love Babe, it's rotten to the core Ain't talkin' bout love Just like I told you before Uh, before  I've been to the edge And there I stood and looked down You know I lost a lot of friends there, baby I got no time to mess around  Mmm, so if you want it, got to bleed for it, baby Yeah! Got to, got to bleed, baby Mmm, you got to, got to bleed, baby Hey! Got to, got to bleed, baby  Ain't talkin' 'bout love My love is rotten to the core Ain't talkin' 'bout love Just like I told you before Before, before Ain't talkin' 'bout love Don't wanna talk about love Don't need to talk about love Ain't gonna talk about love No more, no more, ahhh!   Hey, hey, hey! Hey, hey, hey! Hey, hey, hey! Hey, hey, hey! Hey, hey, hey! Hey, hey, hey! Hey, hey, hey! Hey, hey, hey! Hey, hey, hey!4EmbedShare URLCopyEmbedCopy",1
2616,Van Halen,Amsterdam,"Looking good through the window Shinin' red and blue light A little thick in the bottom But still lookin' alright, yeah Got a pocket full of money Got me a long night ahead A quick stop in the Bulldog Score me some Panama red, yeah Wham, bam, oh Amsterdam Yea, yea, yea Stone you like nothin' else can Yea, yea, yea Hot damn, roll an Amsterdam Yea, yea, yea If she can't, then nothin' else can Caught a plane outta Moscow Spent one cold night in Berlin It's a long hard way But I'm a'comin', back again, yea Wham, bam, oh Amsterdam Yea, yea, yea Stone you like nothin' else can Yea, yea, yea Yea come on now, roll an Amsterdam Yea, yea, yea If she can't, then nothin' else can Yea, yea, yea Wham, bam, oh Amsterdam Yea, yea, yea Stone you like nothin' else can Yea, yea, yea Hot damn, roll an Amsterdam Yea, yea, yea If she can't, then nothin' else can Yea, yea, yea Wham, bam, oh Amsterdam Yea, yea, yea You don't have to worry about the man Yea, yea, yea Hot damn, burn an Amsterdam yea Yea, yea, yea Stone me like nothin' else can Yea, yea, yeaEmbedShare URLCopyEmbedCopy",1
2617,Van Halen,And the Cradle Will Rock,"Well, they say it's kinda fright'nin' how this younger generation swings You know, it's more than just some new sensation Well, the kid is into losin' sleep and he don't come home for half the week You know, it's more than just an aggravation  And the cradle will rock Yes, the cradle will rock And I say, rock on! Rock on!  And when some local kid gets down, they try and drum him out of town They say, ""You coulda least faked it, boy."" At an early age he hits the street and winds up tied with who he meets, and he's unemployed  And the cradle will rock Yeah, the cradle will rock And I say, rock on! Rock on! Have you seen Junior's grades?  And when some local kid gets down, they try and drum him out of town They say, ""You coulda least faked it, boy."" Faked it, boy At an early age he hits the street and winds up tied with who he meets, and he's unemployed His folks are overjoyed And the cradle will rock Yeah, the cradle will rock And I say, rock on! Rock on! Rock on! Rock on!EmbedShare URLCopyEmbedCopy",1
2618,Van Halen,As Is,"Yesterday I was a bum and broke Today I am a star and broke In this town that’s called progress That’s how we do biz I’ve been rich and I’ve been poor Rich was better, totally better (It) requires a degree of acceptance As in: ""must accept as is.""  Drive my search engine home Dropped and chopped in Alabama chrome Hey what the hell it runs, so… The day is dunzo Let’s have some funzo Your's very truly -As Is That's how it goes... How expensive he was Or what was he worth? Ain't no Brinks truck Following no hearse  This next part should really confuse things Everybody let’s stay focused Love of the craft Or love of the buck Every day down here’s a rainy day We don’t save up   A little more volume in the headphones please... Unspoiled by progress ""As Is"" is how I follow through It's not who you squeeze But who returns once again to squeeze you, no doubt! Love 'em all I says Let Cupid sort 'em out!  Love of the craft Or love of the buck Every day down here’s a rainy day We don’t save upEmbedShare URLCopyEmbedCopy",1
2619,Van Halen,Atomic Punk,"I am a victim of the science age, uh A child of the storm, whoa yes I can't remember when I was your age For me, time's no more, no more  Nobody rules these streets at night but me The atomic punk!  Whoa yeah, wow I am the ruler of these nether worlds The underground, whoa yes On every wall and place my fearsome name is heard Just look around, whoa yes  Nobody rules these streets at night but me The atomic punk!  (Ooo, Ahhh)  I am the ruler of these nether worlds The underground, oh, oh On every wall and place my fearsome name is heard Look around, whoa yeah Nobody rules these streets at night but me, nobody, ah The atomic punkEmbedShare URLCopyEmbedCopy",1
2620,Van Halen,Beautiful Girls,"She was a-seaside sittin' Just a-smokin' and a-drinkin' on ringside On top of the world Oh, yeah She had her drink in her hand She had her toes in the sand And, whoa, what a beautiful girl! Ah, yeah  (What a sweet talkin' honey with a little bit of money) (To turn your head around) Creature from the sea with the looks to me Like she'd like to fool around  What a snappy little mammy Gonna keep a pappy happy And accompany me, huh To the ends of the earth Ah, yeah That's why I said  (Here I am) (Ain't no man of the world, no) All I need is a beautiful girl Ah, yeah! (Beautiful girls) Come here, honey, come here, come on Well, I'm a bum in the sun And I'm having fun And I know you know I got no special plans (Special plans) All the bills are paid I got it made in the shade And all I n-n-need is the woman (Of the sand)  (What a sweet talkin' honey with a little bit of money) (To turn your head around) Creature from the sea with the looks to me Like she'd like to fool around  (Here I am) (Ain't no man of the world, no) All I need is a beautiful girl Ah, yeah! Beautiful girls Ahh, come this way, baby   Sit down right here Ooh, la-la Think I got it now Now, I'm a-seaside sittin' Just a-smokin' and a-drinkin' on ringside On top of the world (Top of the world) I got a drink in my hand I got my toes in the sand All I need is a beautiful girl (Beautiful girl) Oh yeah!  (Here I am) (Ain't no man of the world, no) All I need is a beautiful girl Ah, yeah! (Beautiful girls) Ow, I ain't lyin' to you Nothin' else I need  (Ah, yeah!) (Beautiful girls) Sit yourself on down (Ah, yeah!) (Beautiful girls) Ow! (Ah, yeah!) (Beautiful girls) Ow! (Ah, yeah!) (Beautiful girls) Whoo, come here, baby, come here! Whoa! (Ah, yeah!) (Beautiful girls) What's your name, honey, what's your⁠—hey, hey, where you goin'? Hey! Hey, hey! (Ah, yeah!) (Beautiful girls) Hey, this way! Oh! (Ah, yeah!) (Beautiful girls) I love 'em, I need 'em (Ah, yeah!) (Beautiful girls) Can't do without 'em, no (Ah, yeah!) (Beautiful girls) Ow! Ow! Ow, ow! (Ah, yeah!) (Beautiful girls) (Ah, yeah!) (Beautiful girls) (smooch)1EmbedShare URLCopyEmbedCopy",1
2621,Van Halen,Best of Both Worlds,"I don't know what I been livin' on But it's not enough to fill me up I need more than just words can say I need everything this life can give me 'Cause sometimes it's not enough, ow Come on baby close your eyes let go This can be everything we've dreamed It's not work, that makes it work on Let the magic do the work for you  Something reached out and touched me Now I know all I want  I want the best of both worlds And honey I know what it's worth If we could have the best of both worlds We'd have heaven right here on earth, ow Well, there's a picture in a gallery Of a fallen angel looked a lot like you We forget where we come from sometimes I had a dream it was really you Something reached out and touched me Now I know all I want  I want the best of both worlds An' honey I know what it's worth If we could have the best of both worlds A little bit o' heaven right here on earth, oh  Whoa, you don't have to die an' go to heaven Or hang around to be born again Just tune in to what this place has got to offer 'Cause we may never be here again, ow  I want the best of both worlds An' honey I know what it's worth If we could have the best of both worlds A little heaven right here on earth, come on I want the best of both worlds An' honey I know what it's worth We can have the best of both worlds A little heaven right here on earth, yeah Tell me, is it enough? Now will it ever be enough?1EmbedShare URLCopyEmbedCopy",1
2622,Van Halen,Big Bad Bill (Is Sweet William Now),"Well, way down yonder in Louisville Lived a cat named Big Bad Bill I wants ta tell ya Ah, the cat was rough and tough, he would strut his stuff Had the whole town scared to death When he walked by, they all held their breath He's a fightin' man, sure enough And then Bill got himself a wife, now he leads a different life  Big Bad Bill is Sweet William now Married life done changed him somehow He's the man the town used to fear Now they all call him Sweet Papa Willy Dear Stronger than Samson I declare Till a brown-skinned woman's bobbed his hair  Big Bad Bill don't fight anymore, no, no, no He's doin' the dishes, moppin' up that floor, yes he is Well, he used to go out drinkin' lookin' for a fight Now he gotta see that sweet woman every night Big Bad Bill is Sweet William now Ah, play it boys Aw, yeah Wooh I likes that, yeah, yeah say I  Ah, well, Big Bad Bill don't fight anymore, no he don't He's doin' the dishes, moppin' up that floor, yes he is Well, he used to go out drinkin' lookin' for a fight Now he gotta see that sweet woman every night Big Bad Bill is Sweet William now, doin' the dishes Big Bad Bill is Sweet William now, moppin' up that floor Big Bad Bill is Sweet William now Cha, yeahEmbedShare URLCopyEmbedCopy",1
2623,Van Halen,Black and Blue,"Slip n' slide, push it in Bitch sure got the rhythm I'm holding back, yeah, I got control Hooked into her system  Don't draw the line Honey, I ain't through with you The harder the better Let's do it 'til we're black and blue  Well, you never know when love will come Gotta get it while you got it A little bit of everything, even when it hurts Sure feels good  Don't draw the line Honey, I ain't through with you The harder the better Let's do it 'til we're black and blue Yo mama!  Black and blue Black and blue, yo mama! Black and blue Gotta, gotta, gotta, get it right Black and blue  Don't draw the line Honey, I ain't through with you The harder the better We'll do it 'til we're black and blue Don't draw the line Baby, I ain't through with you The harder the better Let's do it 'til we're black and blue The wetter the better Let's do it 'til we're black and blue Do it 'til we're black and blue The wetter the better Let's do it 'til we're black and blueEmbedShare URLCopyEmbedCopy",1
2624,Van Halen,Blood and Fire,"You can always tell the winners The saints and the sinners Down at the starting line I'm a lucid vision Of the unforgiven I'm your wave-tossed guy King-size repercussions Trouble by the dozens The stakes have never been higher Come back when you're younger Cause I can feel the thunder 1-800-IT'S TIME  Oh Yeah We came, we came, we came, through blood and fire We came, we came, we came, through blood and fire Now look at all of the people here tonight  It's a world of fools That's just what's expected None of 'em know it Or even suspect it God must love the lazy Shiftless and the crazy He put so many in line  Forgotten empires Lost victories long past Every time I bloomed again I thought it was the last And then something crazy happens And... BOOM! I'm doing the victory dance! Told ya I was comin' back... (Told Ya!) Say you missed me... (Say it!) Say it like ya mean it!  You can always tell the winners The saints and the sinners Down at the starting line... EmbedShare URLCopyEmbedCopy",1
2625,Van Halen,Bottoms Up!,"I've been sitting here 'bout half the night Oh, mama, fill my cup up Said I came here to waste some time I think I'm gonna jump up I'm singin', I'm dancin' most every night And I want to do that with you babe Let's do this bottle right Oh, oh, baby, bottoms up Pretty maids, all in a row, go on, set 'em up, up Come um um um um um, baby, bottoms up I'm singin', I'm dancin' most every night And I want to do that with you, babe Let's do this bottle right Come um um um um um, baby, bottoms up Come um um um um um, baby, bottoms upEmbedShare URLCopyEmbedCopy",1
2626,Van Halen,Bullethead,"My karma just ran over your dogma I can feel your pain If everything is coming your way You're facing the wrong lane Bullethead Bomb the moon until you're crazy dead B-b-b-b-b-b-bullethead Got a different kind of true Bullethead Yes you are in danger I drive just like you! How many roads must a man walk down Before he admits he's lost And do you really, really drive this way Just to piss me off? Boldly going nowhere Trouble busting through Yeah, I'm rolling slowly But I'm ahead of you Bullethead Bomb the moon until you're crazy dead B-b-b-b-b-b-bullethead Got a different kind of true Bullethead Yes you are in danger I drive just like you! Well I'm a lovin' the horn baby Well I'm a bullethead Come-a, come-a, come-a, come on baby Well I'm a bullethead Hurt me!  Traffic is giving you trouble? I can feel your pain No light at the end of the tunnel Due to budget constraints Some days you're the dog Some days you're the hydrant If everything is going your way You're facing the wrong lane Bullethead Bomb the moon until you're crazy dead B-b-b-b-b-b-bullethead Got a different kind of true Bullethead Yes you are in danger I drive just like you!EmbedShare URLCopyEmbedCopy",1
2627,Van Halen,Cabo Wabo,"I've been to Rome, Dallas, Texas Man, I thought I'd seen it all Around the world, searchin' every corner Man, I thought I'd hit the wall There's a sleepy town South of the Border If you go there once, you'll be there twice Lots of pretty girls Coming by the dozens The white sand sure makes a tan look nice We can crash on the beach You know I wanna make love in the sea We gotta try a little dance, so Cabo Wabo It's alright by me Come on Let me take you down I will show you around Let me take you down Face down in Cabo Kissing the ground Land's end, you'd have to see it Ain't no picture ever say it right Walkin' the streets doing that ole, the Cabo Wabo Place comes to life every night I wanna crash on the beach You know I wanna make love in the sea It's all right there We don't have to chase it Fits paradise to a T Come on Let me take you down I will show you around Let me take you down Face down in Cabo Kissing the ground We drink Mescal right from the bottle Salt shaker, little lick a lime, ohhh Throwin' down, down tryin' to reach the bottom Where the agave worm, well he's mine all mine Come on Crash on the beach You know I wanna make love in the sea Go try a little dance, so Cabo Wabo It's alright by me Let me take you down I will show you around Let me take you down Face down in Cabo Kissing the ground Face down Down in Cabo Take me down Down to Cabo Face down Down in Cabo Doin' the Cabo Wabo Take me down Down to Cabo Come on, get it, get itEmbedShare URLCopyEmbedCopy",1
2628,Van Halen,Can't Stop Lovin' You,"There's a time and place for everything, for everyone We can push with all our might, but nothing's gonna come Oh no, nothing's gonna change And if I asked you not to try Oh could you let it be I wanna hold you and say We can't throw this all away Tell me you won't go, you won't go Do you have to hear me say  I can't stop lovin' you And no matter what you say or do You know my heart is true, oh I can't stop lovin' you  You can change your friends, your place in life You can change your mind We can change the things we say And do it anytime Oh no, but I think you'll find That when you look inside your heart Oh baby, I'll be there Hold on I'm holding on Baby, just come on, come on, come on I just wanna hear you say  Oh, I'm twisted and tied And all I can remember Is how hard we tried Only to surrender And when it's over I know how it's gonna be And true love will never die No, not fade away  And I know what I got to do Hey Ray, what you said is true I can't stop lovin' you, oh Oh, I can't stop lovin' you3EmbedShare URLCopyEmbedCopy",1
2629,Van Halen,China Town,"Headless body in a topless bar Warring clans in lowered cars A buck is still a buck in Shanghai, and a buck is all you earn A great night for all concerned Steel fingers play a deadly song Whole lotta Shakespeare going on (and on and on)  It’s all happening downtown You painted daughters of the Tong underground don’t mess around  Welcome to China Town Well, you're in our town, now Welcome to China Town Whoo!  Heroes aren't born, they're cornered And this corner is where we write the story (Two tribes warring) Downtown after hours The best to you each morning Can't survive and think to win Drugged into sin Next episode begins and begins and begins and begins It’s all happening downtown You painted daughters of the Tong underground don’t mess around Whoo!  Welcome to China Town Well, you're in our town now Welcome to China Town  It’s all happening downtown Welcome to my town, my town, my town!   It’s all happening downtown You painted daughters of the Tong underground don’t mess around  Welcome to China Town Well, you're in our town now Welcome to China Town Welcome to my town, my town, my town!EmbedShare URLCopyEmbedCopy",1
2630,Van Halen,Could This Be Magic?,"1, 2, 1-2-3-4 Out upon the islands on a cool summer night Buddy, you don't got to hurry. Take your time What you need is on the menu and you get it tonight Buddy, you got womens on your mind Could this be magic Or could this be love? Could this turn tragic? You know that magic often does And I see lonely ships upon the water Better save the women and children first Sail away with someone's daughter Better save the women and children first I hear music on the landin', and there's laughter in the air Just could be your boat is comin' in Yeah, you're leanin' back, and your foot's tappin' and you got your head right There's a full moon out tonight. Baby, let's begin And she said, could this be magic Or could this be love? Uh-oh, and I said, could this turn tragic? You know that magic often does And I see lonely ships upon the water Better save the women and children first Sail away with someone's daughter Better save the women and children first And she says, could this be magic Or could this be love? And I say, could this turn tragic? You know that magic often does And I see lonely ships upon the water Better save the women and children first Sail away with someone's daughter Better save the women and children first, yes sirEmbedShare URLCopyEmbedCopy",1
2631,Van Halen,Crossing Over,"(on the ""can't stop lovin' you"" cd single) I reach across to the other side To make contact with you Golden slumber, you fill my dreams When (and? ) I make contact with you, oh Don't ask me why I'm crossing over Oh, crossing over Sammy: eddie: I never got to ? what's it all about? Really know you is there a way... out... The way I want to now outta here So many things i... i'm like the rest; I didn't tell you seeking an answer I wanna tell you now Tell me why, oh lord but why, why, why, why? You're crossing over why? why? (I gotta bring you back... to see your face) Oh, crossing over (I wanna hear you call my name, (to) feel your touch) Reaching out, reaching out (hear your voice again) (to hear your voice again) Crossing over (to feel your touch) Reaching out (to feel you) Crossing over (to feel) Crossing over (to feel) Reaching out, reaching out Crossing overEmbedShare URLCopyEmbedCopy",1
2632,Van Halen,D.O.A.,"We was broke and hungry on a summer day They sent the sheriff down to try and drive us away We was sittin' ducks for the police man They found a dirty faced kid in a garbage can And I'm alone I'm on the highway Wanted dead or alive Dead or alive Broken down and dirty Dressed in rags a from the day my mama told me ""Boy, you pack your bags."" Send the mayor down in his pickup truck The jury look at me, say, ""Outta luck."" And I'm alone I'm on the highway Wanted dead or alive Dead or alive  Now, I'm broken down and dirty Dressed in rags a from the day my mama told me ""Boy, you pack your bags."" We was sittin' ducks for the police man They found a dirty faced kid in a garbage can And I'm alone I'm on the highway Wanted dead or alive Dead or alive EmbedShare URLCopyEmbedCopy",1
2633,Van Halen,Dance the Night Away,"Have you seen her? So fine and pretty Fooled me with her style and ease And I feel her from across the room Yes, it's love in the third degree Ooh, baby, baby Won'tcha turn your head my way? Ooh, baby, baby Come on, take a chance, you're old enough to Dance the night away Oh, come on, baby, dance the night away  A live wire Barely a beginner, but just watch that lady go She's on fire 'Cause dancing gets her higher than anything else she knows  Ooh, baby, baby Won'tcha turn your head my way? Ooh, baby, baby Well, don't skip romance, 'cause you're old enough to Dance the night away Oh, come on, baby, dance the night away Ohh, oh-oh-oh, oh yeah   Dance the night away Hey, hey, yeah Dance, dance, dance the night away Uh-come on, baby Dance the night away Hey, hey, yeah Dance, dance, dance the night away Uh-come on, baby, baby Dance the night away Ooh, ooh-ooh-ooh, yeah Dance, dance, dance the night away Ahh, ahh-ah, ow!4EmbedShare URLCopyEmbedCopy",1
